timestamp,reading,device
14/07/2024 14:44,0,export_warehouse_1
14/07/2024 14:44,0,export_warehouse_1
14/07/2024 14:44,-16,export_warehouse_1
14/07/2024 14:44,0,export_warehouse_1
14/07/2024 14:44,4,export_warehouse_1
14/07/2024 14:44,20,export_warehouse_1
14/07/2024 14:44,10,export_warehouse_1
14/07/2024 14:44,0,export_warehouse_1
14/07/2024 14:44,0,export_warehouse_1
14/07/2024 14:44,0,export_warehouse_1
14/07/2024 14:44,0,export_warehouse_1
14/07/2024 14:44,0,export_warehouse_1
14/07/2024 14:44,36,export_warehouse_1
14/07/2024 14:44,18,export_warehouse_1
14/07/2024 14:44,0,export_warehouse_1
14/07/2024 14:44,0,export_warehouse_1
14/07/2024 14:44,30,export_warehouse_1
14/07/2024 14:44,38,export_warehouse_1
14/07/2024 14:44,32,export_warehouse_1
14/07/2024 14:44,20,export_warehouse_1
14/07/2024 14:45,0,export_warehouse_1
14/07/2024 14:45,16,export_warehouse_1
14/07/2024 14:45,0,export_warehouse_1
14/07/2024 14:45,0,export_warehouse_1
14/07/2024 14:45,0,export_warehouse_1
14/07/2024 14:45,50,export_warehouse_1
14/07/2024 14:45,0,export_warehouse_1
14/07/2024 14:45,10,export_warehouse_1
14/07/2024 14:45,38,export_warehouse_1
14/07/2024 14:45,50,export_warehouse_1
14/07/2024 14:45,36,export_warehouse_1
14/07/2024 14:45,66,export_warehouse_1
14/07/2024 14:45,72,export_warehouse_1
14/07/2024 14:45,0,export_warehouse_1
14/07/2024 14:45,6,export_warehouse_1
14/07/2024 14:45,0,export_warehouse_1
14/07/2024 14:45,14,export_warehouse_1
14/07/2024 14:45,0,export_warehouse_1
14/07/2024 14:45,36,export_warehouse_1
14/07/2024 14:45,0,export_warehouse_1
14/07/2024 14:46,0,export_warehouse_1
14/07/2024 14:46,14,export_warehouse_1
14/07/2024 14:46,4,export_warehouse_1
14/07/2024 14:46,0,export_warehouse_1
14/07/2024 14:46,0,export_warehouse_1
14/07/2024 14:46,20,export_warehouse_1
14/07/2024 14:46,4,export_warehouse_1
14/07/2024 14:46,0,export_warehouse_1
14/07/2024 14:46,0,export_warehouse_1
14/07/2024 14:46,58,export_warehouse_1
14/07/2024 14:46,0,export_warehouse_1
14/07/2024 14:46,0,export_warehouse_1
14/07/2024 14:46,0,export_warehouse_1
14/07/2024 14:46,12,export_warehouse_1
14/07/2024 14:46,0,export_warehouse_1
14/07/2024 14:46,0,export_warehouse_1
14/07/2024 14:46,0,export_warehouse_1
14/07/2024 14:46,14,export_warehouse_1
14/07/2024 14:46,0,export_warehouse_1
14/07/2024 14:46,0,export_warehouse_1
14/07/2024 14:46,16,export_warehouse_1
14/07/2024 14:47,0,export_warehouse_1
14/07/2024 14:47,16,export_warehouse_1
14/07/2024 14:47,42,export_warehouse_1
14/07/2024 14:47,4,export_warehouse_1
14/07/2024 14:47,94,export_warehouse_1
14/07/2024 14:47,18,export_warehouse_1
14/07/2024 14:47,0,export_warehouse_1
14/07/2024 14:47,0,export_warehouse_1
14/07/2024 14:47,0,export_warehouse_1
14/07/2024 14:47,0,export_warehouse_1
14/07/2024 14:47,0,export_warehouse_1
14/07/2024 14:47,16,export_warehouse_1
14/07/2024 14:47,0,export_warehouse_1
14/07/2024 14:47,0,export_warehouse_1
14/07/2024 14:47,0,export_warehouse_1
14/07/2024 14:47,0,export_warehouse_1
14/07/2024 14:47,0,export_warehouse_1
14/07/2024 14:47,38,export_warehouse_1
14/07/2024 14:47,0,export_warehouse_1
14/07/2024 14:47,0,export_warehouse_1
14/07/2024 14:47,0,export_warehouse_1
12/07/2024 11:09,3,machine_1
12/07/2024 11:09,0,machine_1
12/07/2024 11:09,4,machine_1
12/07/2024 11:09,0,machine_1
12/07/2024 11:10,4,machine_1
12/07/2024 11:10,0,machine_1
12/07/2024 11:10,4,machine_1
12/07/2024 11:10,0,machine_1
12/07/2024 11:10,4,machine_1
12/07/2024 11:10,2,machine_1
12/07/2024 11:10,4,machine_1
12/07/2024 11:10,0,machine_1
12/07/2024 11:10,3,machine_1
12/07/2024 11:10,0,machine_1
12/07/2024 11:10,3,machine_1
12/07/2024 11:10,1,machine_1
12/07/2024 11:10,1,machine_1
12/07/2024 11:10,3,machine_1
12/07/2024 11:10,2,machine_1
12/07/2024 11:10,3,machine_1
12/07/2024 11:10,0,machine_1
12/07/2024 11:10,4,machine_1
12/07/2024 11:10,4,machine_1
14/07/2024 14:39,1,machine_1
14/07/2024 14:39,0,machine_1
14/07/2024 14:39,0,machine_1
14/07/2024 14:39,4,machine_1
14/07/2024 14:39,3,machine_1
14/07/2024 14:41,4,machine_1
14/07/2024 14:41,2,machine_1
14/07/2024 14:41,2,machine_1
14/07/2024 14:41,4,machine_1
14/07/2024 14:41,4,machine_1
14/07/2024 14:41,4,machine_1
14/07/2024 14:42,3,machine_1
14/07/2024 14:42,3,machine_1
14/07/2024 14:42,1,machine_1
14/07/2024 14:42,2,machine_1
14/07/2024 14:42,1,machine_1
14/07/2024 14:42,4,machine_1
14/07/2024 14:42,4,machine_1
14/07/2024 14:42,3,machine_1
14/07/2024 14:42,4,machine_1
14/07/2024 14:42,3,machine_1
14/07/2024 14:42,4,machine_1
14/07/2024 14:42,2,machine_1
14/07/2024 14:42,3,machine_1
14/07/2024 14:42,2,machine_1
14/07/2024 14:42,2,machine_1
14/07/2024 14:42,4,machine_1
14/07/2024 14:42,3,machine_1
14/07/2024 14:42,2,machine_1
14/07/2024 14:42,1,machine_1
14/07/2024 14:42,4,machine_1
14/07/2024 14:43,3,machine_1
14/07/2024 14:43,4,machine_1
14/07/2024 14:43,1,machine_1
14/07/2024 14:43,0,machine_1
14/07/2024 14:43,4,machine_1
14/07/2024 14:43,2,machine_1
14/07/2024 14:43,0,machine_1
14/07/2024 14:43,4,machine_1
14/07/2024 14:43,4,machine_1
14/07/2024 14:43,1,machine_1
14/07/2024 14:43,4,machine_1
14/07/2024 14:43,3,machine_1
14/07/2024 14:43,0,machine_1
14/07/2024 14:43,4,machine_1
14/07/2024 14:43,4,machine_1
14/07/2024 14:43,2,machine_1
14/07/2024 14:43,3,machine_1
14/07/2024 14:43,3,machine_1
14/07/2024 14:43,4,machine_1
14/07/2024 14:43,3,machine_1
14/07/2024 14:44,3,machine_1
14/07/2024 14:44,4,machine_1
14/07/2024 14:44,2,machine_1
14/07/2024 14:44,3,machine_1
14/07/2024 14:44,4,machine_1
14/07/2024 14:44,2,machine_1
14/07/2024 14:44,0,machine_1
14/07/2024 14:44,0,machine_1
14/07/2024 14:44,2,machine_1
14/07/2024 14:44,4,machine_1
14/07/2024 14:44,3,machine_1
14/07/2024 14:44,0,machine_1
14/07/2024 14:44,3,machine_1
14/07/2024 14:44,1,machine_1
14/07/2024 14:44,4,machine_1
14/07/2024 14:44,4,machine_1
14/07/2024 14:44,4,machine_1
14/07/2024 14:44,3,machine_1
14/07/2024 14:44,3,machine_1
14/07/2024 14:44,4,machine_1
14/07/2024 14:44,4,machine_1
14/07/2024 14:44,4,machine_1
14/07/2024 14:45,4,machine_1
14/07/2024 14:45,2,machine_1
14/07/2024 14:45,4,machine_1
14/07/2024 14:45,2,machine_1
14/07/2024 14:45,1,machine_1
14/07/2024 14:45,3,machine_1
14/07/2024 14:45,4,machine_1
14/07/2024 14:45,1,machine_1
14/07/2024 14:45,4,machine_1
14/07/2024 14:45,4,machine_1
14/07/2024 14:45,1,machine_1
14/07/2024 14:45,0,machine_1
14/07/2024 14:45,1,machine_1
14/07/2024 14:45,2,machine_1
14/07/2024 14:45,0,machine_1
14/07/2024 14:45,2,machine_1
14/07/2024 14:45,1,machine_1
14/07/2024 14:45,3,machine_1
14/07/2024 14:45,2,machine_1
14/07/2024 14:45,4,machine_1
14/07/2024 14:46,4,machine_1
14/07/2024 14:46,4,machine_1
14/07/2024 14:46,4,machine_1
14/07/2024 14:46,1,machine_1
14/07/2024 14:46,4,machine_1
14/07/2024 14:46,4,machine_1
14/07/2024 14:46,3,machine_1
14/07/2024 14:46,1,machine_1
14/07/2024 14:46,3,machine_1
14/07/2024 14:46,1,machine_1
14/07/2024 14:46,0,machine_1
14/07/2024 14:46,1,machine_1
14/07/2024 14:46,4,machine_1
14/07/2024 14:46,4,machine_1
14/07/2024 14:46,3,machine_1
14/07/2024 14:46,2,machine_1
14/07/2024 14:46,1,machine_1
14/07/2024 14:46,2,machine_1
14/07/2024 14:46,4,machine_1
14/07/2024 14:46,0,machine_1
14/07/2024 14:46,3,machine_1
14/07/2024 14:47,3,machine_1
14/07/2024 14:47,2,machine_1
14/07/2024 14:47,0,machine_1
14/07/2024 14:47,2,machine_1
14/07/2024 14:47,1,machine_1
14/07/2024 14:47,4,machine_1
14/07/2024 14:47,3,machine_1
14/07/2024 14:47,4,machine_1
14/07/2024 14:47,0,machine_1
14/07/2024 14:47,2,machine_1
14/07/2024 14:47,3,machine_1
14/07/2024 14:47,3,machine_1
14/07/2024 14:47,1,machine_1
14/07/2024 14:47,0,machine_1
14/07/2024 14:47,0,machine_1
14/07/2024 14:47,3,machine_1
14/07/2024 14:47,4,machine_1
14/07/2024 14:47,4,machine_1
14/07/2024 14:47,1,machine_1
14/07/2024 14:47,1,machine_1
14/07/2024 14:47,1,machine_1
12/07/2024 11:09,0,import_warehouse_1
12/07/2024 11:09,70,import_warehouse_1
12/07/2024 11:09,72,import_warehouse_1
12/07/2024 11:09,64,import_warehouse_1
12/07/2024 11:10,62,import_warehouse_1
12/07/2024 11:10,54,import_warehouse_1
12/07/2024 11:10,32,import_warehouse_1
12/07/2024 11:10,80,import_warehouse_1
12/07/2024 11:10,72,import_warehouse_1
12/07/2024 11:10,62,import_warehouse_1
12/07/2024 11:10,50,import_warehouse_1
12/07/2024 11:10,60,import_warehouse_1
12/07/2024 11:10,80,import_warehouse_1
12/07/2024 11:10,72,import_warehouse_1
12/07/2024 11:10,80,import_warehouse_1
12/07/2024 11:10,72,import_warehouse_1
12/07/2024 11:10,80,import_warehouse_1
12/07/2024 11:10,60,import_warehouse_1
12/07/2024 11:10,48,import_warehouse_1
12/07/2024 11:10,68,import_warehouse_1
12/07/2024 11:10,52,import_warehouse_1
12/07/2024 11:10,100,import_warehouse_1
12/07/2024 11:10,60,import_warehouse_1
14/07/2024 14:39,80,import_warehouse_1
14/07/2024 14:39,80,import_warehouse_1
14/07/2024 14:39,48,import_warehouse_1
14/07/2024 14:39,80,import_warehouse_1
14/07/2024 14:39,0,import_warehouse_1
14/07/2024 14:41,0,import_warehouse_1
14/07/2024 14:41,56,import_warehouse_1
14/07/2024 14:41,80,import_warehouse_1
14/07/2024 14:41,66,import_warehouse_1
14/07/2024 14:41,64,import_warehouse_1
14/07/2024 14:41,66,import_warehouse_1
14/07/2024 14:42,44,import_warehouse_1
14/07/2024 14:42,68,import_warehouse_1
14/07/2024 14:42,20,import_warehouse_1
14/07/2024 14:42,42,import_warehouse_1
14/07/2024 14:42,72,import_warehouse_1
14/07/2024 14:42,66,import_warehouse_1
14/07/2024 14:42,78,import_warehouse_1
14/07/2024 14:42,72,import_warehouse_1
14/07/2024 14:42,80,import_warehouse_1
14/07/2024 14:42,72,import_warehouse_1
14/07/2024 14:42,80,import_warehouse_1
14/07/2024 14:42,66,import_warehouse_1
14/07/2024 14:42,80,import_warehouse_1
14/07/2024 14:42,54,import_warehouse_1
14/07/2024 14:42,80,import_warehouse_1
14/07/2024 14:42,80,import_warehouse_1
14/07/2024 14:42,48,import_warehouse_1
14/07/2024 14:42,66,import_warehouse_1
14/07/2024 14:42,44,import_warehouse_1
14/07/2024 14:42,28,import_warehouse_1
14/07/2024 14:43,66,import_warehouse_1
14/07/2024 14:43,80,import_warehouse_1
14/07/2024 14:43,52,import_warehouse_1
14/07/2024 14:43,80,import_warehouse_1
14/07/2024 14:43,80,import_warehouse_1
14/07/2024 14:43,46,import_warehouse_1
14/07/2024 14:43,100,import_warehouse_1
14/07/2024 14:43,60,import_warehouse_1
14/07/2024 14:43,72,import_warehouse_1
14/07/2024 14:43,48,import_warehouse_1
14/07/2024 14:43,80,import_warehouse_1
14/07/2024 14:43,54,import_warehouse_1
14/07/2024 14:43,74,import_warehouse_1
14/07/2024 14:43,80,import_warehouse_1
14/07/2024 14:43,96,import_warehouse_1
14/07/2024 14:43,80,import_warehouse_1
14/07/2024 14:43,80,import_warehouse_1
14/07/2024 14:43,88,import_warehouse_1
14/07/2024 14:43,80,import_warehouse_1
14/07/2024 14:43,76,import_warehouse_1
14/07/2024 14:44,56,import_warehouse_1
14/07/2024 14:44,80,import_warehouse_1
14/07/2024 14:44,80,import_warehouse_1
14/07/2024 14:44,54,import_warehouse_1
14/07/2024 14:44,80,import_warehouse_1
14/07/2024 14:44,44,import_warehouse_1
14/07/2024 14:44,80,import_warehouse_1
14/07/2024 14:44,76,import_warehouse_1
14/07/2024 14:44,80,import_warehouse_1
14/07/2024 14:44,56,import_warehouse_1
14/07/2024 14:44,80,import_warehouse_1
14/07/2024 14:44,60,import_warehouse_1
14/07/2024 14:44,80,import_warehouse_1
14/07/2024 14:44,80,import_warehouse_1
14/07/2024 14:44,70,import_warehouse_1
14/07/2024 14:44,44,import_warehouse_1
14/07/2024 14:44,0,import_warehouse_1
14/07/2024 14:44,58,import_warehouse_1
14/07/2024 14:44,0,import_warehouse_1
14/07/2024 14:44,0,import_warehouse_1
14/07/2024 14:44,80,import_warehouse_1
14/07/2024 14:44,0,import_warehouse_1
14/07/2024 14:45,94,import_warehouse_1
14/07/2024 14:45,0,import_warehouse_1
14/07/2024 14:45,32,import_warehouse_1
14/07/2024 14:45,80,import_warehouse_1
14/07/2024 14:45,66,import_warehouse_1
14/07/2024 14:45,48,import_warehouse_1
14/07/2024 14:45,44,import_warehouse_1
14/07/2024 14:45,60,import_warehouse_1
14/07/2024 14:45,80,import_warehouse_1
14/07/2024 14:45,66,import_warehouse_1
14/07/2024 14:45,80,import_warehouse_1
14/07/2024 14:45,44,import_warehouse_1
14/07/2024 14:45,0,import_warehouse_1
14/07/2024 14:45,72,import_warehouse_1
14/07/2024 14:45,72,import_warehouse_1
14/07/2024 14:45,72,import_warehouse_1
14/07/2024 14:45,80,import_warehouse_1
14/07/2024 14:45,100,import_warehouse_1
14/07/2024 14:45,0,import_warehouse_1
14/07/2024 14:45,20,import_warehouse_1
14/07/2024 14:46,76,import_warehouse_1
14/07/2024 14:46,80,import_warehouse_1
14/07/2024 14:46,68,import_warehouse_1
14/07/2024 14:46,78,import_warehouse_1
14/07/2024 14:46,80,import_warehouse_1
14/07/2024 14:46,80,import_warehouse_1
14/07/2024 14:46,78,import_warehouse_1
14/07/2024 14:46,72,import_warehouse_1
14/07/2024 14:46,80,import_warehouse_1
14/07/2024 14:46,70,import_warehouse_1
14/07/2024 14:46,80,import_warehouse_1
14/07/2024 14:46,80,import_warehouse_1
14/07/2024 14:46,84,import_warehouse_1
14/07/2024 14:46,62,import_warehouse_1
14/07/2024 14:46,64,import_warehouse_1
14/07/2024 14:46,66,import_warehouse_1
14/07/2024 14:46,80,import_warehouse_1
14/07/2024 14:46,70,import_warehouse_1
14/07/2024 14:46,80,import_warehouse_1
14/07/2024 14:46,80,import_warehouse_1
14/07/2024 14:46,40,import_warehouse_1
14/07/2024 14:47,60,import_warehouse_1
14/07/2024 14:47,80,import_warehouse_1
14/07/2024 14:47,50,import_warehouse_1
14/07/2024 14:47,72,import_warehouse_1
14/07/2024 14:47,50,import_warehouse_1
14/07/2024 14:47,78,import_warehouse_1
14/07/2024 14:47,54,import_warehouse_1
14/07/2024 14:47,0,import_warehouse_1
14/07/2024 14:47,54,import_warehouse_1
14/07/2024 14:47,80,import_warehouse_1
14/07/2024 14:47,60,import_warehouse_1
14/07/2024 14:47,42,import_warehouse_1
14/07/2024 14:47,70,import_warehouse_1
14/07/2024 14:47,42,import_warehouse_1
14/07/2024 14:47,56,import_warehouse_1
14/07/2024 14:47,60,import_warehouse_1
14/07/2024 14:47,68,import_warehouse_1
14/07/2024 14:47,0,import_warehouse_1
14/07/2024 14:47,70,import_warehouse_1
14/07/2024 14:47,70,import_warehouse_1
14/07/2024 14:47,80,import_warehouse_1
12/07/2024 11:09,0,out_warehouse_2
12/07/2024 11:09,79,out_warehouse_2
12/07/2024 11:09,99,out_warehouse_2
12/07/2024 11:09,98,out_warehouse_2
12/07/2024 11:10,89,out_warehouse_2
12/07/2024 11:10,73,out_warehouse_2
12/07/2024 11:10,95,out_warehouse_2
12/07/2024 11:10,100,out_warehouse_2
12/07/2024 11:10,99,out_warehouse_2
12/07/2024 11:10,67,out_warehouse_2
12/07/2024 11:10,53,out_warehouse_2
12/07/2024 11:10,40,out_warehouse_2
12/07/2024 11:10,56,out_warehouse_2
12/07/2024 11:10,97,out_warehouse_2
12/07/2024 11:10,100,out_warehouse_2
12/07/2024 11:10,85,out_warehouse_2
12/07/2024 11:10,83,out_warehouse_2
12/07/2024 11:10,100,out_warehouse_2
12/07/2024 11:10,83,out_warehouse_2
12/07/2024 11:10,25,out_warehouse_2
12/07/2024 11:10,59,out_warehouse_2
12/07/2024 11:10,24,out_warehouse_2
12/07/2024 11:10,87,out_warehouse_2
14/07/2024 14:39,64,out_warehouse_2
14/07/2024 14:39,78,out_warehouse_2
14/07/2024 14:39,60,out_warehouse_2
14/07/2024 14:39,85,out_warehouse_2
14/07/2024 14:39,84,out_warehouse_2
14/07/2024 14:41,81,out_warehouse_2
14/07/2024 14:41,86,out_warehouse_2
14/07/2024 14:41,81,out_warehouse_2
14/07/2024 14:41,97,out_warehouse_2
14/07/2024 14:41,100,out_warehouse_2
14/07/2024 14:41,61,out_warehouse_2
14/07/2024 14:42,67,out_warehouse_2
14/07/2024 14:42,92,out_warehouse_2
14/07/2024 14:42,90,out_warehouse_2
14/07/2024 14:42,77,out_warehouse_2
14/07/2024 14:42,79,out_warehouse_2
14/07/2024 14:42,83,out_warehouse_2
14/07/2024 14:42,64,out_warehouse_2
14/07/2024 14:42,58,out_warehouse_2
14/07/2024 14:42,96,out_warehouse_2
14/07/2024 14:42,97,out_warehouse_2
14/07/2024 14:42,82,out_warehouse_2
14/07/2024 14:42,94,out_warehouse_2
14/07/2024 14:42,34,out_warehouse_2
14/07/2024 14:42,97,out_warehouse_2
14/07/2024 14:42,49,out_warehouse_2
14/07/2024 14:42,99,out_warehouse_2
14/07/2024 14:42,66,out_warehouse_2
14/07/2024 14:42,57,out_warehouse_2
14/07/2024 14:42,82,out_warehouse_2
14/07/2024 14:42,85,out_warehouse_2
14/07/2024 14:43,62,out_warehouse_2
14/07/2024 14:43,98,out_warehouse_2
14/07/2024 14:43,73,out_warehouse_2
14/07/2024 14:43,65,out_warehouse_2
14/07/2024 14:43,72,out_warehouse_2
14/07/2024 14:43,81,out_warehouse_2
14/07/2024 14:43,63,out_warehouse_2
14/07/2024 14:43,91,out_warehouse_2
14/07/2024 14:43,94,out_warehouse_2
14/07/2024 14:43,56,out_warehouse_2
14/07/2024 14:43,95,out_warehouse_2
14/07/2024 14:43,65,out_warehouse_2
14/07/2024 14:43,100,out_warehouse_2
14/07/2024 14:43,53,out_warehouse_2
14/07/2024 14:43,47,out_warehouse_2
14/07/2024 14:43,65,out_warehouse_2
14/07/2024 14:43,82,out_warehouse_2
14/07/2024 14:43,80,out_warehouse_2
14/07/2024 14:43,77,out_warehouse_2
14/07/2024 14:43,93,out_warehouse_2
14/07/2024 14:44,74,out_warehouse_2
14/07/2024 14:44,84,out_warehouse_2
14/07/2024 14:44,71,out_warehouse_2
14/07/2024 14:44,55,out_warehouse_2
14/07/2024 14:44,49,out_warehouse_2
14/07/2024 14:44,92,out_warehouse_2
14/07/2024 14:44,98,out_warehouse_2
14/07/2024 14:44,85,out_warehouse_2
14/07/2024 14:44,97,out_warehouse_2
14/07/2024 14:44,95,out_warehouse_2
14/07/2024 14:44,87,out_warehouse_2
14/07/2024 14:44,83,out_warehouse_2
14/07/2024 14:44,99,out_warehouse_2
14/07/2024 14:44,72,out_warehouse_2
14/07/2024 14:44,48,out_warehouse_2
14/07/2024 14:44,73,out_warehouse_2
14/07/2024 14:44,59,out_warehouse_2
14/07/2024 14:44,14,out_warehouse_2
14/07/2024 14:44,61,out_warehouse_2
14/07/2024 14:44,44,out_warehouse_2
14/07/2024 14:44,76,out_warehouse_2
14/07/2024 14:44,69,out_warehouse_2
14/07/2024 14:45,72,out_warehouse_2
14/07/2024 14:45,99,out_warehouse_2
14/07/2024 14:45,63,out_warehouse_2
14/07/2024 14:45,92,out_warehouse_2
14/07/2024 14:45,100,out_warehouse_2
14/07/2024 14:45,96,out_warehouse_2
14/07/2024 14:45,98,out_warehouse_2
14/07/2024 14:45,98,out_warehouse_2
14/07/2024 14:45,100,out_warehouse_2
14/07/2024 14:45,100,out_warehouse_2
14/07/2024 14:45,100,out_warehouse_2
14/07/2024 14:45,81,out_warehouse_2
14/07/2024 14:45,65,out_warehouse_2
14/07/2024 14:45,79,out_warehouse_2
14/07/2024 14:45,98,out_warehouse_2
14/07/2024 14:45,80,out_warehouse_2
14/07/2024 14:45,92,out_warehouse_2
14/07/2024 14:45,99,out_warehouse_2
14/07/2024 14:45,22,out_warehouse_2
14/07/2024 14:45,61,out_warehouse_2
14/07/2024 14:46,27,out_warehouse_2
14/07/2024 14:46,89,out_warehouse_2
14/07/2024 14:46,93,out_warehouse_2
14/07/2024 14:46,58,out_warehouse_2
14/07/2024 14:46,81,out_warehouse_2
14/07/2024 14:46,99,out_warehouse_2
14/07/2024 14:46,95,out_warehouse_2
14/07/2024 14:46,63,out_warehouse_2
14/07/2024 14:46,74,out_warehouse_2
14/07/2024 14:46,90,out_warehouse_2
14/07/2024 14:46,94,out_warehouse_2
14/07/2024 14:46,60,out_warehouse_2
14/07/2024 14:46,38,out_warehouse_2
14/07/2024 14:46,48,out_warehouse_2
14/07/2024 14:46,54,out_warehouse_2
14/07/2024 14:46,49,out_warehouse_2
14/07/2024 14:46,88,out_warehouse_2
14/07/2024 14:46,99,out_warehouse_2
14/07/2024 14:46,68,out_warehouse_2
14/07/2024 14:46,95,out_warehouse_2
14/07/2024 14:46,79,out_warehouse_2
14/07/2024 14:47,70,out_warehouse_2
14/07/2024 14:47,36,out_warehouse_2
14/07/2024 14:47,74,out_warehouse_2
14/07/2024 14:47,70,out_warehouse_2
14/07/2024 14:47,96,out_warehouse_2
14/07/2024 14:47,89,out_warehouse_2
14/07/2024 14:47,89,out_warehouse_2
14/07/2024 14:47,82,out_warehouse_2
14/07/2024 14:47,71,out_warehouse_2
14/07/2024 14:47,91,out_warehouse_2
14/07/2024 14:47,86,out_warehouse_2
14/07/2024 14:47,85,out_warehouse_2
14/07/2024 14:47,77,out_warehouse_2
14/07/2024 14:47,98,out_warehouse_2
14/07/2024 14:47,76,out_warehouse_2
14/07/2024 14:47,97,out_warehouse_2
14/07/2024 14:47,94,out_warehouse_2
14/07/2024 14:47,100,out_warehouse_2
14/07/2024 14:47,92,out_warehouse_2
14/07/2024 14:47,98,out_warehouse_2
14/07/2024 14:47,94,out_warehouse_2
12/07/2024 11:09,0,export_warehouse_2
12/07/2024 11:09,8,export_warehouse_2
12/07/2024 11:09,98,export_warehouse_2
12/07/2024 11:09,96,export_warehouse_2
12/07/2024 11:10,90,export_warehouse_2
12/07/2024 11:10,0,export_warehouse_2
12/07/2024 11:10,96,export_warehouse_2
12/07/2024 11:10,18,export_warehouse_2
12/07/2024 11:10,100,export_warehouse_2
12/07/2024 11:10,0,export_warehouse_2
12/07/2024 11:10,54,export_warehouse_2
12/07/2024 11:10,12,export_warehouse_2
12/07/2024 11:10,0,export_warehouse_2
12/07/2024 11:10,26,export_warehouse_2
12/07/2024 11:10,100,export_warehouse_2
12/07/2024 11:10,20,export_warehouse_2
12/07/2024 11:10,80,export_warehouse_2
12/07/2024 11:10,20,export_warehouse_2
12/07/2024 11:10,86,export_warehouse_2
12/07/2024 11:10,24,export_warehouse_2
12/07/2024 11:10,0,export_warehouse_2
12/07/2024 11:10,32,export_warehouse_2
12/07/2024 11:10,88,export_warehouse_2
14/07/2024 14:39,0,export_warehouse_2
14/07/2024 14:39,0,export_warehouse_2
14/07/2024 14:39,0,export_warehouse_2
14/07/2024 14:39,8,export_warehouse_2
14/07/2024 14:39,84,export_warehouse_2
14/07/2024 14:41,76,export_warehouse_2
14/07/2024 14:41,28,export_warehouse_2
14/07/2024 14:41,80,export_warehouse_2
14/07/2024 14:41,50,export_warehouse_2
